ID;County;Site_Name;Easting;Northing;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
00084;Tipperary South;Coolmore (Stud BH);222794;140167;IE_SE_G_0040_3700_0001;16/12/93;7.6;nd;nd;nd;212;0.010;0.008;13.73;0.010;nd;nd;20;nd;nd;8.6;1.7;21.60;nd;189;8;nd;nd;nd;nd;6;8;nd;0.1;nd;nd;-1.0;nd;nd;nd;nd;nd;nd;nd
00085;Tipperary South;Fethard RWS (Mullinbawn);222327;134457;IE_SE_G_0040_3700_0005;16/12/93;7.4;10.90;nd;nd;196;0.010;0.002;17.27;0.010;nd;nd;21;nd;nd;8.3;2.2;20.90;nd;172;22;nd;nd;nd;nd;3;13;nd;0.1;nd;nd;-1.0;nd;nd;nd;nd;nd;nd;nd
00086;Waterford;Dungarvan PWS (Balinamuck);223631;94709;IE_SE_G_0052_3800_0007;16/12/93;7.2;9.00;nd;nd;38;0.010;0.005;15.50;0.010;nd;nd;18;nd;2;8.8;2.0;6.10;nd;163;82;nd;nd;nd;nd;1;40;nd;-0.1;nd;nd;-1.0;nd;nd;nd;nd;nd;nd;nd
00087;Tipperary North;Glenbeha PWS;212280;185305;IE_SE_G_0114_3700_0003;18/04/94;7.4;nd;nd;nd;nd;0.010;nd;15.06;0.008;nd;nd;22;nd;nd;nd;nd;nd;nd;17;6;nd;nd;nd;nd;1;60;nd;-0.2;nd;nd;-1.0;nd;nd;nd;nd;nd;nd;nd
00088;Tipperary North;Glenbeha PWS;212280;185305;IE_SE_G_0114_3700_0003;03/10/94;7.4;10.10;nd;nd;nd;0.010;nd;14.17;0.010;nd;nd;19;nd;nd;nd;nd;nd;nd;55;-5;nd;nd;nd;nd;2;12;nd;-0.1;nd;nd;-1.0;nd;nd;nd;nd;nd;nd;nd
00089;Tipperary South;Fethard RWS (Mullinbawn);222327;134457;IE_SE_G_0040_3700_0005;07/11/94;7.3;11.40;nd;nd;nd;-0.010;nd;11.96;-0.010;nd;nd;19;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00090;Kilkenny;Paulstown;266048;157294;IE_SE_G_0165_1500_0014;10/11/94;7.1;9.80;nd;nd;nd;0.080;nd;23.47;-0.010;nd;nd;29;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00091;Carlow;Baganelstown PWS (BHC);270993;162409;IE_SE_G_0160_0100_0001;23/01/95;0.0;nd;nd;nd;143;0.090;0.001;42.96;0.040;0.5;nd;29;nd;nd;10.1;2.2;21.90;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00092;Kilkenny;Paulstown;266048;157294;IE_SE_G_0165_1500_0014;23/01/95;0.0;9.50;nd;nd;nd;0.010;nd;31.01;0.010;nd;nd;25;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00093;Tipperary North;Glenbeha PWS;212280;185305;IE_SE_G_0114_3700_0003;10/05/95;7.7;8.80;nd;nd;nd;-0.010;nd;12.84;-0.020;nd;nd;19;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00094;Wexford;Carrickbyrne WS;283270;124270;IE_SE_G_0001_3300_0002;03/10/95;6.3;11.40;nd;nd;18;-0.010;0.001;16.39;0.004;1.3;nd;29;nd;nd;16.5;1.0;nd;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00095;Wexford;S.Wexford RWS (Ballykelly);304684;115426;IE_SE_G_0064_3300_0009;03/10/95;7.8;11.00;nd;nd;181;-0.010;0.002;3.54;-0.020;2.6;nd;38;nd;33;18.3;1.5;23.90;nd;-60;660;nd;nd;nd;nd;nd;28;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00096;Wexford;S.Wexford RWS (Rathmackneee BH);303587;113944;IE_SE_G_0064_3300_0010;03/10/95;7.6;11.60;nd;nd;170;0.018;0.001;-0.44;-0.020;1.6;nd;39;nd;24;24.7;1.6;30.10;nd;125;186;nd;nd;nd;nd;nd;22;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00097;Wexford;Carrickbyrne WS;283270;124270;IE_SE_G_0001_3300_0002;04/10/95;7.3;14.70;nd;nd;nd;-0.010;0.001;32.78;-0.020;2.9;nd;29;nd;19;14.9;0.5;11.00;nd;-60;-20;nd;nd;nd;nd;nd;-83;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00098;Wexford;Kilmuckridge WS (Ballygarran);314985;141840;IE_SE_G_0025_3300_0007;04/10/95;7.7;12.70;nd;nd;nd;0.080;0.001;-0.44;0.160;2.0;nd;25;nd;12;19.0;1.8;24.60;nd;-60;24;nd;nd;nd;nd;nd;43;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00099;Wexford;Edermine WS;297696;134407;IE_SE_G_0061_3300_0004;04/10/95;6.4;12.80;nd;nd;nd;-0.010;0.001;31.89;-0.020;3.0;nd;23;nd;10;17.2;0.9;6.70;nd;-60;-20;nd;nd;nd;nd;nd;20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00100;Wexford;Gorey WS (Barnadown BH);313765;155776;IE_SE_G_0071_3300_0006;04/10/95;7.4;12.10;nd;nd;nd;-0.010;-0.001;16.83;0.020;2.6;nd;27;nd;14;15.8;1.1;12.50;nd;-60;-20;nd;nd;nd;nd;nd;28;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00101;Wexford;Coolgreaney WS;318817;170325;IE_SE_G_0075_3300_0003;04/10/95;6.6;12.40;nd;nd;nd;-0.010;0.001;35.44;-0.020;2.3;nd;24;nd;7;13.5;1.0;8.50;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00102;Kilkenny;Paulstown;266048;157294;IE_SE_G_0165_1500_0014;16/10/95;7.3;11.80;nd;nd;nd;-0.010;nd;17.72;0.016;nd;nd;22;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00103;Tipperary North;Glenbeha PWS;212280;185305;IE_SE_G_0114_3700_0003;25/10/95;7.5;11.80;nd;nd;167;-0.010;nd;53.16;0.236;nd;nd;50;nd;nd;nd;nd;nd;nd;154;-20;nd;nd;nd;nd;4;240;nd;nd;nd;nd;-3.0;nd;nd;nd;nd;nd;nd;nd
00104;Tipperary South;Fethard RWS (Mullinbawn);222327;134457;IE_SE_G_0040_3700_0005;21/11/95;7.2;11.70;nd;nd;nd;-0.010;nd;14.61;0.011;nd;nd;21;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00105;Kildare;Monasterevin (Ballykelly BHA);264206;212053;IE_SE_G_0153_1400_0009;21/11/95;7.3;nd;nd;nd;195;-0.005;nd;27.76;0.009;nd;nd;20;nd;58;9.4;2.1;31.88;109.3;7;49;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00106;Wicklow;Roundwood (Ashtown);318660;203350;IE_EA_G_0076_3400_0011;22/11/95;6.4;nd;nd;nd;29;0.006;nd;19.17;0.014;nd;nd;13;nd;6;9.0;1.4;6.83;11.4;60;27;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00107;Wicklow;Kerry Foods - Shillelagh;299504;167627;IE_SE_G_0011_3400_0007;22/11/95;6.1;nd;nd;nd;16;-0.005;nd;12.58;0.043;nd;nd;23;nd;18;15.9;1.7;3.99;13.8;62;2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00108;Roscommon;BoyleRockingham;184940;302873;IE_SH_G_0048_2600_0006;23/11/95;7.4;nd;nd;nd;nd;-0.008;nd;9.48;0.024;nd;nd;18;nd;nd;4.0;1.4;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00109;Roscommon;Toberreeoge Spring (knockcroghery);193376;259773;IE_SH_G_0091_2600_0015;23/11/95;7.3;nd;nd;nd;nd;-0.008;nd;11.06;0.017;nd;nd;19;nd;nd;3.0;1.1;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00110;Roscommon;Ballinlough;157368;274313;IE_SH_G_0225_2600_0004;23/11/95;7.3;nd;nd;nd;nd;-0.008;nd;12.86;0.034;nd;nd;21;nd;nd;4.0;3.0;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00111;Roscommon;Castlerea WS & Regional;169137;278323;IE_SH_G_0225_2600_0007;23/11/95;7.3;nd;nd;nd;nd;-0.008;nd;8.70;0.020;nd;nd;19;nd;nd;3.0;2.0;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00112;Roscommon;Killeglin (South Roscommon);188682;240445;IE_SH_G_0225_2600_0010;23/11/95;7.4;nd;nd;nd;nd;-0.008;nd;8.60;-0.008;nd;nd;20;nd;nd;3.0;2.5;nd;nd;100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00113;Roscommon;Mount Talbot;182031;252373;IE_SH_G_0225_2600_0012;23/11/95;7.3;nd;nd;nd;nd;-0.008;nd;16.14;0.011;nd;nd;23;nd;nd;3.0;0.2;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00114;Clare;Ennis  Drumcliff ;132950;179000;IE_SH_G_0080_0300_0002;27/11/95;7.7;nd;nd;nd;122;0.086;nd;9.05;0.054;nd;nd;25;nd;nd;13.0;2.0;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00115;Clare;Ballyvaughan;122000;206300;IE_WE_G_0001_0300_0001;27/11/95;7.7;nd;nd;nd;nd;0.009;nd;9.61;0.012;nd;nd;18;nd;nd;11.0;1.2;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00116;Limerick;Caherconlish;168409;150500;IE_SH_G_0036_3600_0004;28/11/95;7.4;nd;nd;nd;130;-0.008;nd;12.87;0.020;nd;nd;26;nd;nd;14.0;1.4;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00117;Limerick;Ballyagran ;147010;128080;IE_SH_G_0046_3600_0001;28/11/95;7.5;nd;nd;nd;189;-0.008;nd;9.02;0.034;nd;nd;24;nd;nd;14.0;1.7;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00118;Limerick;MartinstownBallinverena WS;170135;126474;IE_SH_G_0055_3600_0017;28/11/95;7.2;nd;nd;nd;112;-0.008;nd;3.81;0.017;nd;nd;16;nd;nd;6.0;0.5;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00119;Westmeath;Multifarnham;241762;262731;IE_SH_G_0077_3200_0001;28/11/95;7.3;nd;nd;nd;176;0.010;0.001;12.31;0.030;nd;nd;14;0.3;8;8.1;1.6;8.20;138.2;-50;-20;nd;nd;nd;nd;nd;nd;nd;0.4;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00120;Longford;Newtown Cashel;203436;258273;IE_SH_G_0091_2000_0001;28/11/95;7.4;nd;nd;nd;188;nd;0.001;11.91;0.030;nd;nd;20;0.1;8;10.6;3.2;19.04;140.5;-50;-20;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00121;Limerick;Pallasgreen;176753;144556;IE_SH_G_0129_3600_0020;28/11/95;7.5;nd;nd;nd;188;-0.008;nd;10.78;0.019;nd;nd;23;nd;nd;14.0;1.6;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00122;Limerick;Doon ;181429;150645;IE_SH_G_0213_3600_0008;28/11/95;7.6;nd;nd;nd;216;0.009;nd;20.56;0.011;nd;nd;23;nd;nd;11.0;0.9;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00123;Limerick;Murroe ;172612;156375;IE_SH_G_0213_3600_0019;28/11/95;7.4;nd;nd;nd;144;-0.008;nd;16.69;0.008;nd;nd;25;nd;nd;10.0;0.8;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00124;Cork;Shanballymore PWS (Doneraile);166242;107358;IE_SW_G_0082_0500_0024;28/11/95;7.3;10.10;nd;nd;165;-0.010;0.003;19.93;0.003;nd;nd;22;nd;14;8.6;0.8;7.40;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00125;Limerick;Glin;113117;146508;IE_SH_G_0030_3600_0011;29/11/95;7.4;nd;nd;nd;186;0.008;nd;11.95;0.028;nd;nd;27;nd;nd;12.0;1.1;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00126;Limerick;Croom;150770;141209;IE_SH_G_0084_3600_0007;29/11/95;7.4;nd;nd;nd;nd;-0.008;nd;16.03;0.010;nd;nd;34;nd;nd;14.0;1.5;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00127;Limerick;Fedamore;159312;144515;IE_SH_G_0084_3600_0010;29/11/95;7.3;nd;nd;nd;nd;-0.008;nd;17.80;0.025;nd;nd;33;nd;nd;12.0;1.3;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00128;Limerick;Dromcolligher (Tobergall/SWRWSS);131550;127780;IE_SH_G_0190_3600_0009;29/11/95;7.6;nd;nd;nd;173;-0.008;nd;3.52;0.012;nd;nd;22;nd;nd;12.0;0.4;nd;nd;-100;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00129;Wicklow;Blessington;297400;214200;27_002;30/11/95;7.3;nd;nd;nd;158;-0.005;nd;19.93;0.014;nd;nd;45;nd;15;41.1;1.7;6.36;102.0;812;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00130;Offaly;Rhode RWSS AToberdaly WS;251738;231663;IE_SE_G_0049_2500_0012;04/12/95;7.4;nd;nd;nd;148;-0.005;nd;13.68;0.033;nd;nd;13;nd;17;8.0;1.7;16.52;92.2;450;1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00131;Carlow;Baganelstown PWS (BHC);270993;162409;IE_SE_G_0160_0100_0001;04/12/95;7.5;9.60;nd;nd;171;-0.010;-0.003;39.42;0.007;nd;nd;31;nd;24;nd;nd;nd;nd;-60;-20;nd;nd;nd;nd;2;21;nd;nd;nd;nd;-3.0;nd;nd;nd;nd;nd;nd;nd
00132;Offaly;Clonaslee Borehole  Forest;231725;210704;IE_SH_G_0066_1600_0002;04/12/95;7.2;nd;nd;nd;134;-0.005;nd;9.17;0.013;nd;nd;15;nd;8;8.1;2.0;5.20;97.2;1327;5;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00133;Mayo;Ballindine;136200;269800;IE_WE_G_0019_2200_0001;04/12/95;7.3;nd;nd;nd;125;-0.008;nd;11.38;0.022;nd;nd;24;nd;nd;10.0;2.9;nd;nd;2;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00134;Mayo;Kilkelly ;144100;291900;IE_WE_G_0032_2200_0013;04/12/95;7.6;nd;nd;nd;120;-0.008;nd;4.95;0.008;nd;nd;19;nd;nd;10.0;1.4;nd;nd;-2;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00135;Leitrim;Kinlough/Tullaghan;183024;348243;IE_WE_G_0060_1700_0002;05/12/95;7.7;nd;nd;nd;63;0.040;0.002;1.28;0.050;nd;nd;12;0.2;5;7.6;0.3;2.61;45.5;-50;-20;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00136;Galway;Ballygar;176526;252951;IE_SH_G_0028_1200_0002;06/12/95;7.3;nd;nd;nd;134;-0.008;nd;11.29;0.012;nd;nd;23;nd;nd;11.0;3.2;nd;nd;-2;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00137;Galway;Mountbellew;166095;244819;IE_SH_G_0225_1200_0017;06/12/95;7.4;nd;nd;nd;127;-0.008;nd;9.64;0.018;nd;nd;21;nd;nd;9.0;2.1;nd;nd;7;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00138;Cork;Ballinatona (Spring1);128306;112340;IE_SW_G_0070_0500_0002;06/12/95;7.4;nd;nd;nd;145;0.050;nd;1.32;0.005;nd;nd;14;nd;7;11.1;0.6;8.70;nd;-60;-20;nd;nd;nd;nd;nd;53;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00139;Cork;Millstreet PWS (Finnow Spring);126029;90948;IE_SW_G_0070_0500_0021;06/12/95;7.8;nd;nd;nd;64;0.050;nd;3.98;0.003;nd;nd;12;nd;3;8.5;0.4;5.60;nd;-60;-20;nd;nd;nd;nd;nd;39;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00140;Cork;Charleville WS (BH 3);153061;114603;IE_SW_G_0082_0500_0008;06/12/95;7.1;nd;nd;nd;104;0.040;nd;12.40;0.030;nd;nd;18;nd;5;10.9;34.0;10.90;nd;-60;-20;nd;nd;nd;nd;nd;49;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00141;Cork;Crookstown (BH3);143100;66200;IE_SW_G_0094_0500_0012;06/12/95;6.5;nd;11.67;nd;40;0.060;nd;21.70;0.030;nd;nd;26;nd;17;12.8;2.8;7.30;nd;-60;-20;nd;nd;nd;nd;nd;123;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00142;Galway;Kinvara;137500;208800;IE_WE_G_0002_1200_0014;06/12/95;7.6;nd;nd;nd;89;0.020;nd;5.26;0.020;nd;nd;31;nd;nd;13.0;1.2;nd;nd;-100;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00143;Galway;Barnaderg;154500;245100;IE_WE_G_0020_1200_0003;06/12/95;7.4;nd;nd;nd;125;-0.008;nd;15.34;0.036;nd;nd;23;nd;nd;10.0;3.6;nd;nd;-2;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00144;Galway;Gortgarrow;157100;259500;IE_WE_G_0020_1200_0009;06/12/95;7.3;nd;nd;nd;126;-0.008;nd;11.40;0.017;nd;nd;21;nd;nd;9.0;2.9;nd;nd;2;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00145;Cork;Cloyne PWS;191880;67175;IE_SW_G_0028_0500_0009;07/12/95;7.3;nd;nd;nd;159;0.014;nd;17.72;0.008;nd;nd;36;nd;18;17.4;1.2;8.70;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00146;Cork;Fermoy PWS;177756;98385;IE_SW_G_0037_0500_0015;07/12/95;7.2;nd;nd;nd;106;0.072;nd;25.69;0.018;nd;nd;21;nd;13;9.4;1.1;6.60;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00147;Cork;Conna PWS;191887;93390;IE_SW_G_0074_0500_0011;07/12/95;7.4;nd;nd;nd;139;0.029;nd;38.54;0.009;nd;nd;24;nd;16;10.0;3.6;6.70;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00148;Mayo;Crossmolina;109940;317020;16_008;11/12/95;7.4;nd;nd;nd;134;0.011;nd;7.58;0.012;nd;nd;30;nd;nd;14.0;2.6;nd;nd;-2;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00149;Kerry;Lixnaw  Ballybunnion;90567;126713;08_010;12/12/95;7.0;nd;nd;nd;181;-0.005;nd;44.10;0.012;nd;nd;41;nd;15;22.6;3.7;8.70;121.1;22;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00150;Meath;Curragha PW1;303340;255730;IE_EA_G_0014_2300_0001;12/12/95;7.2;nd;nd;nd;185;0.040;0.009;0.04;0.020;nd;nd;19;0.4;85;10.3;1.5;12.29;185.2;1372;269;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00151;Donegal;Tir na League;246253;446457;IE_NW_G_0078_0600_0005;12/12/95;7.3;nd;nd;nd;161;0.060;0.001;15.23;0.030;nd;nd;30;0.1;25;15.5;3.0;17.46;115.8;-50;-10;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00152;Kerry;Ballyheigue;76765;126492;IE_SH_G_0008_1300_0001;12/12/95;7.1;nd;nd;nd;229;-0.005;nd;34.76;0.012;nd;nd;93;nd;28;48.0;3.7;15.49;128.5;21;36;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00153;Galway;Kilkerrin Moylough;164333;253943;IE_SH_G_0225_1200_0012;12/12/95;7.3;nd;nd;nd;131;0.008;nd;6.80;0.022;nd;nd;21;nd;nd;10.0;1.6;nd;nd;-2;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00154;Cork;Mitchelstown PWS (South);181040;109989;IE_SW_G_0047_0500_0022;12/12/95;6.6;nd;nd;nd;69;-0.005;nd;22.58;0.023;nd;nd;20;nd;7;11.0;1.4;5.95;50.5;37;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00155;Galway;Kilbannon;141200;253900;IE_WE_G_0020_1200_0010;12/12/95;7.4;nd;nd;nd;140;0.008;nd;11.58;0.022;nd;nd;24;nd;nd;10.0;2.0;nd;nd;-2;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00156;Galway;New Inn No.1;167300;228000;IE_WE_G_0100_1200_0018;12/12/95;7.5;nd;nd;nd;154;-0.008;nd;12.97;0.041;nd;nd;21;nd;nd;10.0;1.3;nd;nd;-2;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00157;Louth;Ballymakenny;309118;277108;IE_EA_G_0025_2100_0002;13/12/95;7.7;nd;nd;nd;142;0.010;0.001;6.33;0.080;nd;nd;21;0.2;5;14.7;1.3;8.75;100.2;-50;20;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00158;Louth;Ardtullybeg;319557;306257;IE_NB_G_0024_2100_0001;13/12/95;7.4;nd;nd;nd;161;0.010;0.002;26.39;0.010;nd;nd;29;0.1;16;13.1;1.4;10.08;152.9;7854;-20;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00159;Kerry;Kerry Spring Water;36400;104400;IE_SH_G_0044_1300_0008;13/12/95;6.9;nd;nd;nd;126;-0.005;nd;12.22;0.029;nd;nd;38;nd;10;25.3;2.6;9.42;81.3;43;-1;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00160;Monaghan;Tydavnet (PWA);257300;340440;IE_NB_G_0014_2400_0010;19/12/95;7.6;nd;nd;nd;183;0.180;0.004;0.44;0.010;nd;nd;11;2.3;200;nd;3.4;32.66;76.4;197;54;nd;nd;nd;nd;nd;nd;nd;0.2;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00161;Sligo;Culfadda ;165618;312644;IE_WE_G_0037_2700_0002;19/12/95;7.3;nd;nd;nd;130;-0.008;nd;4.92;0.011;nd;nd;21;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00162;Sligo;Tobernalt;171031;332883;IE_WE_G_0042_2700_0003;19/12/95;7.3;nd;nd;nd;nd;-0.008;nd;7.08;0.034;nd;nd;21;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00163;Waterford;Kilrossanty WS;230449;101027;IE_SE_G_0146_3800_0009;04/01/96;6.1;8.90;nd;nd;20;0.025;0.003;15.50;0.018;2.4;nd;18;nd;nd;9.1;0.9;4.10;nd;64;-20;nd;nd;nd;nd;nd;63;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00164;Waterford;Ballyhane PWS;213258;97691;IE_SW_G_0050_3800_0002;04/01/96;7.3;9.00;nd;nd;177;-0.010;-0.003;35.87;0.014;1.3;nd;27;nd;nd;10.5;2.0;17.10;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00165;Waterford;Cappoquin WS;211498;99325;IE_SW_G_0050_3800_0006;04/01/96;6.5;10.00;nd;nd;22;-0.010;-0.003;39.41;0.004;0.4;nd;26;nd;nd;12.8;1.8;13.20;nd;-60;-20;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
00166;Kilkenny;Dunmore (Readymix);250144;159746;10_008;08/01/96;7.7;10.10;nd;nd;190;-0.010;0.004;-0.04;-0.001;2.2;nd;19;nd;36;11.2;0.9;17.50;nd;-60;150;nd;nd;nd;nd;nd;-20;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
